plan,carrier,metal,market,plan_year,hsa_qualified,deductible_single,deductible_family,oop_max_single,drug,drug_kind,dose,formulary_tier,formulary_flags,covered,thirty_day_price_basis_usd,price_basis,phase,member_pays_usd,how_calculated,cap_usd,member_pays_under_hf3652_usd,monthly_saving_usd,cap_note,plan_source,formulary_source,price_source
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,2,inferred: listed as a preferred brand,yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",3,"assumed, the weakest call here: absent from the list, dispensed through a specialty pharmacy, and SEGIP names no specialty tier",yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",55.00,copay $55.00,25.00,25.00,30.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",3,"assumed, the weakest call here: absent from the list, dispensed through a specialty pharmacy, and SEGIP names no specialty tier",yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",55.00,copay $55.00,25.00,25.00,30.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,inferred: listed as a preferred generic,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",4.43,"full allowed amount, deductible not met (NADAC floor)",25.00,4.43,0.00,"the cap does not apply yet: HSA-qualified plan, so the statute defers to the deductible","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,inferred: listed as a preferred generic,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,1,inferred: listed as a preferred generic,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",14.84,"full allowed amount, deductible not met (NADAC floor)",25.00,14.84,0.00,"the cap does not apply yet: HSA-qualified plan, so the statute defers to the deductible","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,1,inferred: listed as a preferred generic,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,3,"inferred: absent from the preferred list while its generic is on it, which the document's own note makes a non-preferred brand",yes,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"full allowed amount, deductible not met (NADAC floor)",25.00,1794.87,0.00,"the cap does not apply yet: HSA-qualified plan, so the statute defers to the deductible","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,3,"inferred: absent from the preferred list while its generic is on it, which the document's own note makes a non-preferred brand",yes,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1855.03,copay $75.00 plus the brand/generic allowed-amount difference ($1780.03),25.00,1805.03,50.00,"capped at $25, plus the brand/generic differential, which is neither a co-payment nor coinsurance","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,2,inferred: listed as a preferred brand,yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,1196.05,0.00,"the cap does not apply yet: HSA-qualified plan, so the statute defers to the deductible","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,2,inferred: listed as a preferred brand,yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",50.00,copay $50.00,25.00,25.00,25.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",3,"assumed, the weakest call here: absent from the list, dispensed through a specialty pharmacy, and SEGIP names no specialty tier",yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"full allowed amount, deductible not met (NADAC floor)",25.00,3739.22,0.00,"the cap does not apply yet: HSA-qualified plan, so the statute defers to the deductible","SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
"Minnesota Advantage High Deductible Health Plan (SEGIP), Cost Level 1",segip,n/a,"State Employee Group Insurance Program, HSA-qualified option",2026,yes,1750.00,4000.00,3250.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",3,"assumed, the weakest call here: absent from the list, dispensed through a specialty pharmacy, and SEGIP names no specialty tier",yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",75.00,copay $75.00,25.00,25.00,50.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage High Deductible Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_HDHP.pdf. Drug copays $30/$50/$75 per 30-day supply: section M, PDF p. 7, and section IV.S, PDF p. 59. Combined medical/pharmacy deductible $1,750 single, $3,500 per family member, $4,000 per family: section B, PDF p. 7. Out-of-pocket maximum $3,250/$6,500: section N, PDF p. 7. ""All services, except preventative care and including Prescription Drugs, are subject to an Annual Deductible"": PDF p. 32.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
